CZK,NZD,0.06531,2019-04-17
PLN,CZK,6.00552,2019-04-17
CZK,PLN,0.16651,2019-04-17
RON,CZK,5.39439,2019-04-17
CZK,RON,0.18538,2019-04-17
RUB,CZK,0.35467,2019-04-17
CZK,RUB,2.81949,2019-04-17
SEK,CZK,2.45835,2019-04-17
CZK,SEK,0.40678,2019-04-17
CHF,CZK,22.53797,2019-04-17
CZK,CHF,0.04437,2019-04-17
TND,CZK,7.58044,2019-04-17
CZK,TND,0.13192,2019-04-17
TRY,CZK,3.93699,2019-04-17
CZK,TRY,0.254,2019-04-17
USD,CZK,22.69622,2019-04-17
CZK,USD,0.04406,2019-04-17
CNY,CZK,3.39132,2019-04-17
CZK,CNY,0.29487,2019-04-17
USD,EUR,0.88405,2019-04-17
EUR,USD,1.1312,2019-04-17
PLN,EUR,0.23392,2019-04-17
EUR,PLN,4.2749,2019-04-17
HRK,EUR,0.13431,2019-04-17
EUR,HRK,7.44573,2019-04-17
HUF,EUR,0.00313,2019-04-17
EUR,HUF,319.64,2019-04-17
BGN,EUR,0.51126,2019-04-17
EUR,BGN,1.95596,2019-04-17
GBP,EUR,1.1548,2019-04-17
EUR,GBP,0.86595,2019-04-17
CHF,EUR,0.87789,2019-04-17
EUR,CHF,1.1391,2019-04-17
AUD,EUR,0.63667,2019-04-17
EUR,AUD,1.57067,2019-04-17
CAD,EUR,0.66333,2019-04-17
EUR,CAD,1.50755,2019-04-17
RUB,EUR,0.01382,2019-04-17
EUR,RUB,72.38464,2019-04-17
JPY,EUR,0.00789,2019-04-17
EUR,JPY,126.67,2019-04-17
NOK,EUR,0.10439,2019-04-17
EUR,NOK,9.5794,2019-04-17
DKK,EUR,0.13396,2019-04-17
EUR,DKK,7.46485,2019-04-17
SEK,EUR,0.09577,2019-04-17
EUR,SEK,10.4421,2019-04-17
RON,EUR,0.21013,2019-04-17
EUR,RON,4.75905,2019-04-17
CNY,EUR,0.13211,2019-04-17
EUR,CNY,7.56965,2019-04-17
HKD,EUR,0.11271,2019-04-17
EUR,HKD,8.87262,2019-04-17
TRY,EUR,0.15333,2019-04-17
EUR,TRY,6.52199,2019-04-17
ZAR,EUR,0.06323,2019-04-17
EUR,ZAR,15.81633,2019-04-17
USD,HUF,282.556,2019-04-17
HUF,USD,0.00354,2019-04-17
GBP,HUF,369.07,2019-04-17
HUF,GBP,0.00271,2019-04-17
AUD,HUF,203.454,2019-04-17
HUF,AUD,0.00492,2019-04-17
BGN,HUF,163.417,2019-04-17
HUF,BGN,0.00612,2019-04-17
CAD,HUF,211.978,2019-04-17
HUF,CAD,0.00472,2019-04-17
CHF,HUF,280.586,2019-04-17
HUF,CHF,0.00356,2019-04-17
CNY,HUF,42.22479,2019-04-17
HUF,CNY,0.02368,2019-04-17
DKK,HUF,42.816,2019-04-17
HUF,DKK,0.02336,2019-04-17
HRK,HUF,42.97816,2019-04-17
HUF,HRK,0.02327,2019-04-17
JPY,HUF,2.52321,2019-04-17
HUF,JPY,0.39632,2019-04-17
MXN,HUF,15.00338,2019-04-17
HUF,MXN,0.06665,2019-04-17
NOK,HUF,33.36482,2019-04-17
HUF,NOK,0.02997,2019-04-17
PLN,HUF,74.76812,2019-04-17
HUF,PLN,0.01337,2019-04-17
RON,HUF,67.15941,2019-04-17
HUF,RON,0.01489,2019-04-17
RSD,HUF,2.7105,2019-04-17
HUF,RSD,0.36894,2019-04-17
RUB,HUF,4.41368,2019-04-17
HUF,RUB,0.22657,2019-04-17
SEK,HUF,30.60831,2019-04-17
HUF,SEK,0.03267,2019-04-17
TRY,HUF,49.00758,2019-04-17
HUF,TRY,0.02041,2019-04-17
UAH,HUF,10.57518,2019-04-17
HUF,UAH,0.09456,2019-04-17
ZAR,HUF,20.20867,2019-04-17
HUF,ZAR,0.04948,2019-04-17
AUD,CZK,16.32224,2019-04-18
CZK,AUD,0.06127,2019-04-18
GBP,CZK,29.63863,2019-04-18
CZK,GBP,0.03374,2019-04-18
BGN,CZK,13.12565,2019-04-18
CZK,BGN,0.07619,2019-04-18
DKK,CZK,3.43825,2019-04-18
CZK,DKK,0.29085,2019-04-18
EUR,CZK,25.6715,2019-04-18
CZK,EUR,0.03895,2019-04-18
HKD,CZK,2.89641,2019-04-18
CZK,HKD,0.34526,2019-04-18
HRK,CZK,3.45118,2019-04-18
CZK,HRK,0.28976,2019-04-18
JPY,CZK,0.20306,2019-04-18
CZK,JPY,4.92472,2019-04-18
ZAR,CZK,1.61917,2019-04-18
CZK,ZAR,0.6176,2019-04-18
CAD,CZK,17.00813,2019-04-18
CZK,CAD,0.0588,2019-04-18
HUF,CZK,0.08031,2019-04-18
CZK,HUF,12.45214,2019-04-18
NOK,CZK,2.67494,2019-04-18
CZK,NOK,0.37384,2019-04-18
NZD,CZK,15.27203,2019-04-18
CZK,NZD,0.06548,2019-04-18
PLN,CZK,6.01086,2019-04-18
CZK,PLN,0.16637,2019-04-18
RON,CZK,5.39102,2019-04-18
CZK,RON,0.18549,2019-04-18
RUB,CZK,0.35555,2019-04-18
CZK,RUB,2.81252,2019-04-18
SEK,CZK,2.45659,2019-04-18
CZK,SEK,0.40707,2019-04-18
CHF,CZK,22.49518,2019-04-18
CZK,CHF,0.04445,2019-04-18
TND,CZK,7.56852,2019-04-18
CZK,TND,0.13213,2019-04-18
TRY,CZK,3.92004,2019-04-18
CZK,TRY,0.2551,2019-04-18
USD,CZK,22.72184,2019-04-18
CZK,USD,0.04401,2019-04-18
CNY,CZK,3.39438,2019-04-18
CZK,CNY,0.2946,2019-04-18
USD,EUR,0.8851,2019-04-18
EUR,USD,1.12985,2019-04-18
PLN,EUR,0.23415,2019-04-18
EUR,PLN,4.27085,2019-04-18
HRK,EUR,0.13444,2019-04-18
EUR,HRK,7.43848,2019-04-18
HUF,EUR,0.00313,2019-04-18
EUR,HUF,319.665,2019-04-18
BGN,EUR,0.51129,2019-04-18
EUR,BGN,1.95583,2019-04-18
GBP,EUR,1.15453,2019-04-18
EUR,GBP,0.86615,2019-04-18
CHF,EUR,0.87627,2019-04-18
EUR,CHF,1.1412,2019-04-18
AUD,EUR,0.63579,2019-04-18
EUR,AUD,1.57284,2019-04-18
CAD,EUR,0.66253,2019-04-18
EUR,CAD,1.50937,2019-04-18
RUB,EUR,0.01385,2019-04-18
EUR,RUB,72.20165,2019-04-18
JPY,EUR,0.00791,2019-04-18
EUR,JPY,126.425,2019-04-18
NOK,EUR,0.1042,2019-04-18
EUR,NOK,9.59705,2019-04-18
DKK,EUR,0.13393,2019-04-18
EUR,DKK,7.46645,2019-04-18
SEK,EUR,0.09569,2019-04-18
EUR,SEK,10.45005,2019-04-18
RON,EUR,0.21,2019-04-18
EUR,RON,4.7619,2019-04-18
CNY,EUR,0.13222,2019-04-18
EUR,CNY,7.56293,2019-04-18
HKD,EUR,0.11283,2019-04-18
EUR,HKD,8.86322,2019-04-18
TRY,EUR,0.1527,2019-04-18
EUR,TRY,6.54878,2019-04-18
ZAR,EUR,0.06307,2019-04-18
EUR,ZAR,15.85473,2019-04-18
USD,HUF,282.935,2019-04-18
HUF,USD,0.00353,2019-04-18
GBP,HUF,369.064,2019-04-18
HUF,GBP,0.00271,2019-04-18
AUD,HUF,203.247,2019-04-18
HUF,AUD,0.00492,2019-04-18
BGN,HUF,163.447,2019-04-18
HUF,BGN,0.00612,2019-04-18
CAD,HUF,211.788,2019-04-18
HUF,CAD,0.00472,2019-04-18
CHF,HUF,280.113,2019-04-18
HUF,CHF,0.00357,2019-04-18
CNY,HUF,42.26861,2019-04-18
HUF,CNY,0.02366,2019-04-18
DKK,HUF,42.81352,2019-04-18
HUF,DKK,0.02336,2019-04-18
HRK,HUF,42.9758,2019-04-18
HUF,HRK,0.02327,2019-04-18
JPY,HUF,2.5285,2019-04-18
HUF,JPY,0.39549,2019-04-18
MXN,HUF,15.00952,2019-04-18
HUF,MXN,0.06662,2019-04-18
NOK,HUF,33.30867,2019-04-18
HUF,NOK,0.03002,2019-04-18
PLN,HUF,74.8481,2019-04-18
HUF,PLN,0.01336,2019-04-18
RON,HUF,67.12972,2019-04-18
HUF,RON,0.0149,2019-04-18
RSD,HUF,2.70933,2019-04-18
HUF,RSD,0.36909,2019-04-18
RUB,HUF,4.42753,2019-04-18
HUF,RUB,0.22586,2019-04-18
SEK,HUF,30.58981,2019-04-18
HUF,SEK,0.03269,2019-04-18
TRY,HUF,48.81438,2019-04-18
HUF,TRY,0.02049,2019-04-18
UAH,HUF,10.59255,2019-04-18
HUF,UAH,0.09441,2019-04-18
ZAR,HUF,20.16273,2019-04-18
HUF,ZAR,0.0496,2019-04-18
AUD,CZK,16.35495,2019-04-19
CZK,AUD,0.06114,2019-04-19
GBP,CZK,29.71103,2019-04-19
CZK,GBP,0.03366,2019-04-19
BGN,CZK,13.14221,2019-04-19
CZK,BGN,0.07609,2019-04-19
DKK,CZK,3.44163,2019-04-19
CZK,DKK,0.29056,2019-04-19
EUR,CZK,25.7045,2019-04-19
CZK,EUR,0.0389,2019-04-19
HKD,CZK,2.91367,2019-04-19
CZK,HKD,0.34321,2019-04-19
HRK,CZK,3.45746,2019-04-19
CZK,HRK,0.28923,2019-04-19
JPY,CZK,0.20424,2019-04-19
CZK,JPY,4.89622,2019-04-19
ZAR,CZK,1.62649,2019-04-19
CZK,ZAR,0.61482,2019-04-19
CAD,CZK,17.10129,2019-04-19
CZK,CAD,0.05848,2019-04-19
HUF,CZK,0.08033,2019-04-19
CZK,HUF,12.44801,2019-04-19
NOK,CZK,2.68652,2019-04-19
CZK,NOK,0.37223,2019-04-19
NZD,CZK,15.29058,2019-04-19
CZK,NZD,0.0654,2019-04-19
PLN,CZK,6.00579,2019-04-19
CZK,PLN,0.16651,2019-04-19
RON,CZK,5.3992,2019-04-19
CZK,RON,0.18521,2019-04-19
RUB,CZK,0.35768,2019-04-19
CZK,RUB,2.79578,2019-04-19
SEK,CZK,2.45762,2019-04-19
CZK,SEK,0.4069,2019-04-19
CHF,CZK,22.532,2019-04-19
CZK,CHF,0.04438,2019-04-19
TND,CZK,7.63406,2019-04-19
CZK,TND,0.13099,2019-04-19
TRY,CZK,3.92472,2019-04-19
CZK,TRY,0.2548,2019-04-19
USD,CZK,22.86287,2019-04-19
CZK,USD,0.04374,2019-04-19
CNY,CZK,3.41013,2019-04-19
CZK,CNY,0.29324,2019-04-19
USD,EUR,0.88945,2019-04-19
EUR,USD,1.12455,2019-04-19
PLN,EUR,0.23365,2019-04-19
EUR,PLN,4.27995,2019-04-19
HRK,EUR,0.13451,2019-04-19
EUR,HRK,7.43451,2019-04-19
HUF,EUR,0.00313,2019-04-19
EUR,HUF,319.97,2019-04-19
BGN,EUR,0.51128,2019-04-19
EUR,BGN,1.95587,2019-04-19
GBP,EUR,1.15587,2019-04-19
EUR,GBP,0.86515,2019-04-19
CHF,EUR,0.87658,2019-04-19
EUR,CHF,1.1408,2019-04-19
AUD,EUR,0.63612,2019-04-19
EUR,AUD,1.57203,2019-04-19
CAD,EUR,0.6653,2019-04-19
EUR,CAD,1.50307,2019-04-19
RUB,EUR,0.01392,2019-04-19
EUR,RUB,71.86414,2019-04-19
JPY,EUR,0.00795,2019-04-19
EUR,JPY,125.855,2019-04-19
NOK,EUR,0.10452,2019-04-19
EUR,NOK,9.56795,2019-04-19
DKK,EUR,0.13389,2019-04-19
EUR,DKK,7.4687,2019-04-19
SEK,EUR,0.09561,2019-04-19
EUR,SEK,10.4591,2019-04-19
RON,EUR,0.21005,2019-04-19
EUR,RON,4.7608,2019-04-19
CNY,EUR,0.13267,2019-04-19
EUR,CNY,7.53769,2019-04-19
HKD,EUR,0.11335,2019-04-19
EUR,HKD,8.82204,2019-04-19
TRY,EUR,0.15269,2019-04-19
EUR,TRY,6.54938,2019-04-19
ZAR,EUR,0.06328,2019-04-19
EUR,ZAR,15.80369,2019-04-19
USD,HUF,284.597,2019-04-19
HUF,USD,0.00351,2019-04-19
GBP,HUF,369.843,2019-04-19
HUF,GBP,0.0027,2019-04-19
AUD,HUF,203.587,2019-04-19
HUF,AUD,0.00491,2019-04-19
BGN,HUF,163.632,2019-04-19
HUF,BGN,0.00611,2019-04-19
CAD,HUF,212.877,2019-04-19
HUF,CAD,0.0047,2019-04-19
CHF,HUF,280.479,2019-04-19
HUF,CHF,0.00357,2019-04-19
CNY,HUF,42.45915,2019-04-19
HUF,CNY,0.02355,2019-04-19
DKK,HUF,42.84146,2019-04-19
HUF,DKK,0.02334,2019-04-19
HRK,HUF,43.04841,2019-04-19
HUF,HRK,0.02323,2019-04-19
JPY,HUF,2.54237,2019-04-19
HUF,JPY,0.39333,2019-04-19
MXN,HUF,15.1388,2019-04-19
HUF,MXN,0.06606,2019-04-19
NOK,HUF,33.44186,2019-04-19
HUF,NOK,0.0299,2019-04-19
PLN,HUF,74.76022,2019-04-19
HUF,PLN,0.01338,2019-04-19
RON,HUF,67.20929,2019-04-19
HUF,RON,0.01488,2019-04-19
RSD,HUF,2.7111,2019-04-19
HUF,RSD,0.36885,2019-04-19
RUB,HUF,4.45346,2019-04-19
HUF,RUB,0.22454,2019-04-19
SEK,HUF,30.5925,2019-04-19
HUF,SEK,0.03269,2019-04-19
TRY,HUF,48.8663,2019-04-19
HUF,TRY,0.02046,2019-04-19
UAH,HUF,10.59395,2019-04-19
HUF,UAH,0.09439,2019-04-19
ZAR,HUF,20.24487,2019-04-19
HUF,ZAR,0.0494,2019-04-19
AUD,CZK,16.34611,2019-04-20
CZK,AUD,0.06118,2019-04-20
GBP,CZK,29.68589,2019-04-20
CZK,GBP,0.03369,2019-04-20
BGN,CZK,13.13403,2019-04-20
CZK,BGN,0.07614,2019-04-20
DKK,CZK,3.44098,2019-04-20
CZK,DKK,0.29062,2019-04-20
EUR,CZK,25.7065,2019-04-20
CZK,EUR,0.0389,2019-04-20
HKD,CZK,2.91319,2019-04-20
CZK,HKD,0.34327,2019-04-20
HRK,CZK,3.45843,2019-04-20
CZK,HRK,0.28915,2019-04-20
JPY,CZK,0.20416,2019-04-20
CZK,JPY,4.89818,2019-04-20
ZAR,CZK,1.62584,2019-04-20
CZK,ZAR,0.61507,2019-04-20
CAD,CZK,17.05953,2019-04-20
CZK,CAD,0.05862,2019-04-20
HUF,CZK,0.08026,2019-04-20
CZK,HUF,12.46008,2019-04-20
NOK,CZK,2.68491,2019-04-20
CZK,NOK,0.37245,2019-04-20
NZD,CZK,15.28177,2019-04-20
CZK,NZD,0.06544,2019-04-20
PLN,CZK,6.00156,2019-04-20
CZK,PLN,0.16662,2019-04-20
RON,CZK,5.4007,2019-04-20
CZK,RON,0.18516,2019-04-20
RUB,CZK,0.35672,2019-04-20
CZK,RUB,2.80335,2019-04-20
SEK,CZK,2.45625,2019-04-20
CZK,SEK,0.40712,2019-04-20
CHF,CZK,22.52388,2019-04-20
CZK,CHF,0.0444,2019-04-20
TND,CZK,7.57781,2019-04-20
CZK,TND,0.13196,2019-04-20
TRY,CZK,3.93234,2019-04-20
CZK,TRY,0.2543,2019-04-20
USD,CZK,22.85051,2019-04-20
CZK,USD,0.04376,2019-04-20
CNY,CZK,3.40852,2019-04-20
CZK,CNY,0.29338,2019-04-20
USD,EUR,0.8889,2019-04-20
EUR,USD,1.12495,2019-04-20
PLN,EUR,0.23346,2019-04-20
EUR,PLN,4.2833,2019-04-20
HRK,EUR,0.13454,2019-04-20
EUR,HRK,7.43299,2019-04-20
HUF,EUR,0.00312,2019-04-20
EUR,HUF,320.305,2019-04-20
BGN,EUR,0.51092,2019-04-20
EUR,BGN,1.95724,2019-04-20
GBP,EUR,1.1548,2019-04-20
EUR,GBP,0.86595,2019-04-20
CHF,EUR,0.87619,2019-04-20
EUR,CHF,1.1413,2019-04-20
AUD,EUR,0.63589,2019-04-20
EUR,AUD,1.57259,2019-04-20
CAD,EUR,0.66363,2019-04-20
EUR,CAD,1.50687,2019-04-20
RUB,EUR,0.01388,2019-04-20
EUR,RUB,72.0643,2019-04-20
JPY,EUR,0.00794,2019-04-20
EUR,JPY,125.915,2019-04-20
NOK,EUR,0.10444,2019-04-20
EUR,NOK,9.57445,2019-04-20
DKK,EUR,0.13386,2019-04-20
EUR,DKK,7.4707,2019-04-20
SEK,EUR,0.09555,2019-04-20
EUR,SEK,10.46575,2019-04-20
RON,EUR,0.21009,2019-04-20
EUR,RON,4.75985,2019-04-20
CNY,EUR,0.13259,2019-04-20
EUR,CNY,7.54183,2019-04-20
HKD,EUR,0.11333,2019-04-20
EUR,HKD,8.82416,2019-04-20
TRY,EUR,0.15297,2019-04-20
EUR,TRY,6.5372,2019-04-20
ZAR,EUR,0.06325,2019-04-20
EUR,ZAR,15.81117,2019-04-20
USD,HUF,284.719,2019-04-20
HUF,USD,0.00351,2019-04-20
GBP,HUF,369.889,2019-04-20
HUF,GBP,0.0027,2019-04-20
AUD,HUF,203.674,2019-04-20
HUF,AUD,0.00491,2019-04-20
BGN,HUF,163.646,2019-04-20
HUF,BGN,0.00611,2019-04-20
CAD,HUF,212.563,2019-04-20
HUF,CAD,0.0047,2019-04-20
CHF,HUF,280.649,2019-04-20
HUF,CHF,0.00356,2019-04-20
CNY,HUF,42.46908,2019-04-20
HUF,CNY,0.02355,2019-04-20
DKK,HUF,42.87483,2019-04-20
HUF,DKK,0.02332,2019-04-20
HRK,HUF,43.09095,2019-04-20
HUF,HRK,0.02321,2019-04-20
JPY,HUF,2.54382,2019-04-20
HUF,JPY,0.39311,2019-04-20
MXN,HUF,15.17118,2019-04-20
HUF,MXN,0.06591,2019-04-20
NOK,HUF,33.45414,2019-04-20
HUF,NOK,0.02989,2019-04-20
PLN,HUF,74.77996,2019-04-20
HUF,PLN,0.01337,2019-04-20
RON,HUF,67.29309,2019-04-20
HUF,RON,0.01486,2019-04-20
RSD,HUF,2.71432,2019-04-20
HUF,RSD,0.36842,2019-04-20
RUB,HUF,4.44457,2019-04-20
HUF,RUB,0.22499,2019-04-20
SEK,HUF,30.60507,2019-04-20
HUF,SEK,0.03267,2019-04-20
TRY,HUF,48.99573,2019-04-20
HUF,TRY,0.02041,2019-04-20
UAH,HUF,10.59454,2019-04-20
HUF,UAH,0.09439,2019-04-20
ZAR,HUF,20.2575,2019-04-20
HUF,ZAR,0.04936,2019-04-20
AUD,CZK,16.34611,2019-04-21
CZK,AUD,0.06118,2019-04-21
GBP,CZK,29.68589,2019-04-21
CZK,GBP,0.03369,2019-04-21
BGN,CZK,13.13403,2019-04-21
CZK,BGN,0.07614,2019-04-21
DKK,CZK,3.44098,2019-04-21
CZK,DKK,0.29062,2019-04-21
EUR,CZK,25.7065,2019-04-21
CZK,EUR,0.0389,2019-04-21
HKD,CZK,2.91319,2019-04-21
CZK,HKD,0.34327,2019-04-21
HRK,CZK,3.45843,2019-04-21
CZK,HRK,0.28915,2019-04-21
JPY,CZK,0.20416,2019-04-21
CZK,JPY,4.89818,2019-04-21
ZAR,CZK,1.62584,2019-04-21
CZK,ZAR,0.61507,2019-04-21
CAD,CZK,17.05953,2019-04-21
CZK,CAD,0.05862,2019-04-21
HUF,CZK,0.08026,2019-04-21
CZK,HUF,12.46008,2019-04-21
NOK,CZK,2.68491,2019-04-21
CZK,NOK,0.37245,2019-04-21
NZD,CZK,15.28177,2019-04-21
CZK,NZD,0.06544,2019-04-21
PLN,CZK,6.00156,2019-04-21
CZK,PLN,0.16662,2019-04-21
RON,CZK,5.4007,2019-04-21
CZK,RON,0.18516,2019-04-21
RUB,CZK,0.35672,2019-04-21
CZK,RUB,2.80335,2019-04-21
SEK,CZK,2.45625,2019-04-21
CZK,SEK,0.40712,2019-04-21
CHF,CZK,22.52388,2019-04-21
CZK,CHF,0.0444,2019-04-21
TND,CZK,7.57781,2019-04-21
CZK,TND,0.13196,2019-04-21
TRY,CZK,3.93234,2019-04-21
CZK,TRY,0.2543,2019-04-21
USD,CZK,22.85051,2019-04-21
CZK,USD,0.04376,2019-04-21
CNY,CZK,3.40852,2019-04-21
CZK,CNY,0.29338,2019-04-21
USD,EUR,0.8889,2019-04-21
EUR,USD,1.12495,2019-04-21
PLN,EUR,0.23346,2019-04-21
EUR,PLN,4.2833,2019-04-21
HRK,EUR,0.13454,2019-04-21
EUR,HRK,7.43299,2019-04-21
HUF,EUR,0.00312,2019-04-21
EUR,HUF,320.305,2019-04-21
BGN,EUR,0.51092,2019-04-21
EUR,BGN,1.95724,2019-04-21
GBP,EUR,1.1548,2019-04-21
EUR,GBP,0.86595,2019-04-21
CHF,EUR,0.87619,2019-04-21
EUR,CHF,1.1413,2019-04-21
AUD,EUR,0.63589,2019-04-21
EUR,AUD,1.57259,2019-04-21
CAD,EUR,0.66363,2019-04-21
EUR,CAD,1.50687,2019-04-21
RUB,EUR,0.01388,2019-04-21
EUR,RUB,72.0643,2019-04-21
JPY,EUR,0.00794,2019-04-21
EUR,JPY,125.915,2019-04-21
NOK,EUR,0.10444,2019-04-21
EUR,NOK,9.57445,2019-04-21
DKK,EUR,0.13386,2019-04-21
EUR,DKK,7.4707,2019-04-21
SEK,EUR,0.09555,2019-04-21
EUR,SEK,10.46575,2019-04-21
RON,EUR,0.21009,2019-04-21
EUR,RON,4.75985,2019-04-21
CNY,EUR,0.13259,2019-04-21
EUR,CNY,7.54183,2019-04-21
HKD,EUR,0.11333,2019-04-21
EUR,HKD,8.82416,2019-04-21
TRY,EUR,0.15297,2019-04-21
EUR,TRY,6.5372,2019-04-21
ZAR,EUR,0.06325,2019-04-21
EUR,ZAR,15.81117,2019-04-21
USD,HUF,284.719,2019-04-21
HUF,USD,0.00351,2019-04-21
GBP,HUF,369.889,2019-04-21
HUF,GBP,0.0027,2019-04-21
AUD,HUF,203.674,2019-04-21
HUF,AUD,0.00491,2019-04-21
BGN,HUF,163.646,2019-04-21
HUF,BGN,0.00611,2019-04-21
CAD,HUF,212.563,2019-04-21
HUF,CAD,0.0047,2019-04-21
CHF,HUF,280.649,2019-04-21
HUF,CHF,0.00356,2019-04-21
CNY,HUF,42.46908,2019-04-21
